date,open,high,low,close,volume
2021-08-16,20.124000000000002,20.287,19.453,19.95,145584410
2021-08-17,19.683,19.77,19.267,19.458000000000002,132634700
2021-08-18,19.500999999999998,19.634,19,19.04,169213700
2021-08-19,19.494999999999997,20.494999999999997,18.762,19.798,603186240
2021-08-20,20,20.866,19.933,20.816,539222760
2021-08-23,20.954,21.997,20.95,21.958000000000002,426018270
2021-08-24,21.764,21.959,21.535,21.793,222286920
2021-08-25,21.737000000000002,22.47,21.722,22.213,266207430
2021-08-26,22.209,22.34,21.79,22.068,174906470
2021-08-27,22.191,22.722,22.166999999999998,22.636000000000003,217505750
2021-08-30,22.85,23.043,22.551,22.688,186270920
2021-08-31,22.695,22.695,22.119999999999997,22.384999999999998,162999360
2021-09-01,22.5,22.697,22.356,22.441,137289090
2021-09-02,22.518,22.593,22.294,22.396,133411360
2021-09-03,22.329,22.986,22.2,22.843,209697270
2021-09-07,22.812,22.899,22.522,22.662,134890440
2021-09-08,22.524,22.61,21.98,22.339,184999660
2021-09-09,22.338,22.538,22.131,22.177,131514310
2021-09-10,22.359,22.625999999999998,22.27,22.478,177983990
2021-09-13,22.671,22.964,21.858,22.152,199981620
2021-09-14,22.275,22.41,22.086000000000002,22.241999999999997,139890880
2021-09-15,22.303,22.366999999999997,21.966,22.341,112645320
2021-09-16,22.186,22.277,21.927,22.241999999999997,108402440
2021-09-17,22.301,22.321,21.830000000000002,21.9,155977410
2021-09-20,21.146,21.433,20.662,21.113,237285170
2021-09-21,21.412,21.425,20.95,21.246000000000002,143553650
2021-09-22,21.365000000000002,21.96,21.196,21.941,190554680
2021-09-23,22.121000000000002,22.535,21.89,22.482,175014960
2021-09-24,22.076,22.149,21.861,22.081,145936750
2021-09-27,21.724,21.799,21.325,21.66,176565920
2021-09-28,21.214,21.419,20.651,20.699,240568610
2021-09-29,20.95,21.017,20.467,20.517,149805030
2021-09-30,20.764,21.066,20.688,20.716,143485680
2021-10-01,20.750999999999998,20.859,20.203,20.741999999999997,167034040
2021-10-04,20.503999999999998,20.541999999999998,19.555,19.732,233980160
2021-10-05,19.95,20.648,19.854,20.451,187037970
2021-10-06,20.119999999999997,20.72,20.080000000000002,20.7,193981150
2021-10-07,21.091,21.322,20.972,21.075,183243540
2021-10-08,21.101,21.206,20.775,20.831,104873060
2021-10-11,20.598,21.063,20.511000000000003,20.695,104891090
2021-10-12,20.849,21.057,20.528,20.671,114906900
2021-10-13,20.916,20.990000000000002,20.713,20.939,107065750
2021-10-14,21.272,21.755000000000003,21.122,21.746000000000002,157571620
2021-10-15,21.782,21.931,21.662,21.862000000000002,148691950
2021-10-18,21.738999999999997,22.291,21.644,22.222,124096750
2021-10-19,22.278,22.378999999999998,22.037,22.29,114591090
2021-10-20,22.291,22.433,21.982,22.103,101562180
2021-10-21,22.09,22.711000000000002,22.083000000000002,22.692,128721340
2021-10-22,22.847,23.130000000000003,22.561,22.726,165572440
2021-10-25,22.968,23.355,22.77,23.166,154033110
2021-10-26,23.997,25.259,23.924,24.717,359460740
2021-10-27,24.474,25.09,24.282,24.451,173794120
2021-10-28,24.878,24.95,24.523,24.941,151569920
2021-10-29,25.000999999999998,25.708999999999996,25,25.567,195771960
2021-11-01,25.649,25.894,25.227,25.826999999999998,166293730
2021-11-02,25.820999999999998,26.677999999999997,25.8,26.401,196106090
2021-11-03,26.669999999999998,26.784,26.235000000000003,26.598000000000003,159067050
2021-11-04,27.235000000000003,31.363999999999997,27.118000000000002,29.801,825981870
2021-11-05,30.181,31.4,29.411,29.752,588374930
2021-11-08,30.149,31.1,29.907,30.804000000000002,333606080
2021-11-09,32.277,32.31,29.964,30.657,435376690
2021-11-10,29.314999999999998,30.85,28.778,29.458999999999996,414540580
2021-11-11,30.451,30.589999999999996,29.776999999999997,30.389999999999997,212011020
2021-11-12,30.01,30.68,29.630000000000003,30.389999999999997,267895990
2021-11-15,30.547000000000004,30.644,29.247000000000003,30.025,252704970
2021-11-16,29.749000000000002,30.389999999999997,29.705000000000002,30.202999999999996,162301890
2021-11-17,30.409,30.508999999999997,28.8,29.261000000000003,239679990
2021-11-18,32.356,32.760000000000005,31.320999999999998,31.675,565105640
2021-11-19,32.251999999999995,33.088,31.905,32.985,378393060
2021-11-22,33.517,34.647000000000006,31.9,31.956,540479930
2021-11-23,31.535000000000004,32.36,30.880000000000003,31.746,387846570
2021-11-24,31.461000000000002,32.855000000000004,30.927999999999997,32.674,288880390
2021-11-26,32.541000000000004,32.71,31.35,31.502999999999997,174770280
2021-11-29,32.38,33.412,32.036,33.376,295575000
2021-11-30,33.17,33.352999999999994,31.863999999999997,32.676,376898540
2021-12-01,33.219,33.29,31.380000000000003,31.435000000000002,353374040
2021-12-02,31.214,32.477999999999994,31.025,32.126,321740830
2021-12-03,31.999000000000002,32.129000000000005,30.130000000000003,30.693,364547920
2021-12-06,29.879,30.241000000000003,28.038,30.037,466439750
2021-12-07,30.957,32.449,30.651,32.427,436005510
2021-12-08,31.985000000000003,32.29,31.421,31.826,350400050
2021-12-09,31.719,32.205,30.427999999999997,30.49,347869750
2021-12-10,31.149,31.305,29.861,30.198,350063480
2021-12-13,30.236,30.294,28.116000000000003,28.161,437141510
2021-12-14,27.691000000000003,28.677999999999997,27.25,28.337,482153900
2021-12-15,28.4,30.5,27.838,30.458999999999996,509037600
2021-12-16,31.15,31.160000000000004,28.093,28.387,486229500
2021-12-17,27.985000000000003,28.922000000000004,27.762,27.801,395237830
2021-12-20,27.312,28.144,27.145,27.719,318048180
2021-12-21,28.369,29.119999999999997,27.401,29.075,374419060
2021-12-22,28.887999999999998,29.555,28.449,29.4,271926520
2021-12-23,29.76,30.058999999999997,29.431,29.639999999999997,232968080
2021-12-27,29.655,31.087,29.639999999999997,30.945,287129330
2021-12-28,31.311,31.330000000000002,30.011000000000003,30.322000000000003,284122910
2021-12-29,30.294,30.548000000000002,29.366000000000003,30.000999999999998,240161220
2021-12-30,29.827999999999996,30.457,29.54,29.586000000000002,222722190
2021-12-31,29.674,30.03,29.330000000000002,29.411,182361000
2022-01-03,29.824,30.711000000000002,29.785000000000004,30.121,262241150
2022-01-04,30.261000000000003,30.468,28.349,29.29,350300780
2022-01-05,28.949,29.416000000000004,27.532999999999998,27.604000000000003,317031690
2022-01-06,27.639999999999997,28.438,27.064999999999998,28.177999999999997,303705540
2022-01-07,28.141000000000002,28.422000000000004,27.057,27.247000000000003,271406560
2022-01-10,26.583999999999996,27.469,25.643,27.4,400401890
2022-01-11,27.317,28.064999999999998,26.839,27.817,282382660
2022-01-12,28.068,28.595,27.607999999999997,27.999000000000002,266485620
2022-01-13,28.377,28.48,26.498,26.575,359228060
2022-01-14,26.3,27.197000000000003,26.21,26.942,267303940
2022-01-18,26.262,26.637999999999998,25.77,25.903,267250410
2022-01-19,26.069,26.544,25.052,25.067,324521750
2022-01-20,25.314,25.580000000000002,24.078,24.15,285300820
2022-01-21,23.541,24.823,23.262999999999998,23.374000000000002,481231760
2022-01-24,22.330000000000002,23.380000000000003,20.887999999999998,23.372,616706380
2022-01-25,22.563,22.943,22,22.324,439264950
2022-01-26,23.236,24.057,22.3,22.772,518918790
2022-01-27,23.571,23.994999999999997,21.675,21.944,389214210
2022-01-28,22.000999999999998,22.858,21.296,22.84,377888520
2022-01-31,23.185,24.509,23.052,24.486,389752370
2022-02-01,25.104,25.145,23.89,24.637999999999998,357275810
2022-02-02,25.801,25.817,24.553,25.241999999999997,357514800
2022-02-03,24.429,25.077,23.78,23.948,254446300
2022-02-04,23.937,24.634999999999998,23.631999999999998,24.319,226073100
2022-02-07,24.363999999999997,25.182,24.202,24.728,252210050
2022-02-08,24.359,25.23,23.98,25.108,273956870
2022-02-09,25.622000000000003,26.725,25.353,26.705000000000002,346683390
2022-02-10,25.994999999999997,26.925,25.6,25.824,344077750
2022-02-11,25.922000000000004,26.151999999999997,23.773,23.949,392908620
2022-02-14,23.937,24.875,23.755000000000003,24.267,295474340
2022-02-15,24.931,26.544999999999998,24.784,26.494999999999997,484946130
2022-02-16,26.258999999999997,26.582,25.552,26.511000000000003,455979360
2022-02-17,25.630000000000003,25.785000000000004,24.165,24.506999999999998,564234060
2022-02-18,24.666999999999998,24.986,23.1,23.642,523117200
2022-02-22,23.027,24.064,23,23.39,433858490
2022-02-23,23.796,24.155,22.301,22.387,376530660
2022-02-24,21.015,23.8,20.89,23.747999999999998,511685500
2022-02-25,23.721,24.217,23.381,24.157,377876310
2022-02-28,23.991999999999997,24.665,23.707,24.384999999999998,297926720
2022-03-01,24.291,24.377000000000002,23.131999999999998,23.477,283296280
2022-03-02,23.756,24.409,23.415,24.22,271719470
2022-03-03,24.262,24.326,23.47,23.714,248834420
2022-03-04,23.384,23.68,22.482,22.936,304022520
2022-03-07,22.817,23.033,21.330000000000002,21.352,299192020
2022-03-08,21.299,22.372999999999998,20.65,21.514,395510410
2022-03-09,22.387,23.22,22.247,23.014,341591230
2022-03-10,22.55,22.788,21.881999999999998,22.658,271786980
2022-03-11,23.023,23.145,22.046,22.1,234334710
2022-03-14,21.799,22.262,21.159,21.330000000000002,256381050
2022-03-15,21.53,23.038,21.322,22.973,331845790
2022-03-16,23.514,24.597,23.172,24.496000000000002,464008460
2022-03-17,24.113999999999997,24.842,23.906,24.766,328793520
2022-03-18,24.801,26.569,24.624000000000002,26.452999999999996,471711070
2022-03-21,26.508,27.151999999999997,25.967000000000002,26.733999999999998,410664760
2022-03-22,26.729000000000003,27.238,26.072000000000003,26.524,389852240
2022-03-23,26.133999999999997,26.612000000000002,25.575,25.633999999999997,357518040
2022-03-24,26.157999999999998,28.32,25.907,28.15,628957760
2022-03-25,27.886000000000003,28.357999999999997,27.270999999999997,27.692,420452840
2022-03-28,27.756,28.25,27.206,28.219,288471860
2022-03-29,28.701999999999998,28.945999999999998,27.98,28.656,328994380
2022-03-30,28.3,28.496,27.502999999999997,27.689999999999998,313406880
2022-03-31,27.769,28.248,27.27,27.286,341612040
2022-04-01,27.360000000000003,27.496,26.267000000000003,26.712,359881160
2022-04-04,26.727999999999998,27.558,26.613,27.360000000000003,263101890
2022-04-05,27.269,27.319,25.82,25.931,291365750
2022-04-06,24.934,25.3,24.003,24.407,482325470
2022-04-07,24.436,24.722,23.478,24.208000000000002,394338220
2022-04-08,23.916999999999998,23.923,23.062,23.119,380644260
2022-04-11,22.209,22.32,21.66,21.916999999999998,377329770
2022-04-12,22.537,22.725,21.282,21.503999999999998,440066770
2022-04-13,21.729,22.5,21.455000000000002,22.203,359595270
2022-04-14,22.505000000000003,22.777,21.163,21.258000000000003,384011320
2022-04-18,21.2,22.088,21.079,21.783,386272390
2022-04-19,21.725,22.372999999999998,21.314,22.198,366258320
2022-04-20,22.508000000000003,22.671,21.2,21.482,331882660
2022-04-21,21.699,22.392,20,20.183,457347610
2022-04-22,20.319,20.486,19.5,19.515,417229660
2022-04-25,19.197,19.945,19.096,19.902,482385610
2022-04-26,19.718,19.788,18.669999999999998,18.788,467827690
2022-04-27,18.598,19.166999999999998,18.29,18.415,362794970
2022-04-28,18.955000000000002,20.037,18.488999999999997,19.782,416175210
2022-04-29,19.402,20.128999999999998,18.517,18.547,339940980
2022-05-02,18.538999999999998,19.574,18.391,19.533,429002530
2022-05-03,19.402,19.825,19.133000000000003,19.602,362133790
2022-05-04,19.927,20.4,18.750999999999998,20.334,478437460
2022-05-05,19.871000000000002,19.925,18.5,18.844,451974860
2022-05-06,18.717,19.512,17.990000000000002,18.675,476243030
2022-05-09,18.034,18.255000000000003,16.827,16.95,463857930
2022-05-10,17.694,18.198,17.025,17.595,567733790
2022-05-11,17.331,17.753,16.568,16.630000000000003,483906450
2022-05-12,16.238999999999997,16.788,15.566999999999998,16.175,509234370
2022-05-13,16.791999999999998,17.929,16.592,17.706,499596680
2022-05-16,17.509,17.788,17.106,17.264,406357260
2022-05-17,18.07,18.371000000000002,17.634,18.177,446325150
2022-05-18,17.713,18.118000000000002,16.863999999999997,16.938,402479950
2022-05-19,16.937,17.687,16.734,17.124000000000002,487958760
2022-05-20,17.335,17.41,15.755,16.694,564582680
2022-05-23,16.259999999999998,16.915,16.179,16.898,495041940
2022-05-24,16.516,16.597,15.780000000000001,16.154,444239470
2022-05-25,16.021,17.111,16,16.975,544166960
2022-05-26,16.031,18.092,16.022,17.851,748619370
2022-05-27,18.186,18.881,18.1,18.811,519819170
2022-05-31,18.98,19.2,18.35,18.672,445529270
2022-06-01,18.724,19.054,18.122,18.32,416309100
2022-06-02,18.291,19.619,18.198,19.592,487945440
2022-06-03,19.082,19.333000000000002,18.521,18.72,441068080
2022-06-06,19.137999999999998,19.337,18.564,18.786,317465390
2022-06-07,18.455000000000002,19,18.188,18.926,285950340
2022-06-08,18.799,19.18,18.535,18.648,279727930
2022-06-09,18.479,18.933,18.041,18.048,287847670
2022-06-10,17.6,17.697,16.869,16.974,331730900
2022-06-13,15.998,16.312,15.606,15.647,423849790
2022-06-14,15.749,16.066,15.412,15.836000000000002,358242000
2022-06-15,16.095,16.868000000000002,15.925999999999998,16.527,431419730
2022-06-16,15.862,15.943000000000001,15.401,15.600999999999999,367699500
2022-06-17,15.648,15.995,15.328,15.88,401295750
2022-06-21,16.475,17.008000000000003,16.407,16.566,354664110
2022-06-22,16.227,16.662,16.18,16.36,324167880
2022-06-23,16.506,16.585,15.853,16.225,355468790
2022-06-24,16.503,17.14,16.31,17.125999999999998,342029850
2022-06-27,17.314,17.330000000000002,16.625,16.869,327093370
2022-06-28,16.9,17.202,15.944999999999999,15.982,331007210
2022-06-29,15.813999999999998,15.819999999999999,15.169999999999998,15.541999999999998,369082450
2022-06-30,15.352,15.566999999999998,14.862,15.159,513748190
2022-07-01,14.899000000000001,15.062999999999999,14.396,14.523,439510920
2022-07-05,14.175,14.971,14.055000000000001,14.963999999999999,500602130
2022-07-06,15.01,15.318999999999999,14.788999999999998,15.13,424819180
2022-07-07,15.456,15.944999999999999,15.389,15.858,392317260
2022-07-08,15.428999999999998,16.037,15.389,15.838,380763250
2022-07-11,15.516,15.527000000000001,15.038,15.152000000000001,317588580
2022-07-12,15.265,15.431000000000001,14.877,15.081999999999999,332076970
2022-07-13,14.599,15.375,14.465,15.163999999999998,388305030
2022-07-14,15.108,15.472999999999999,14.728,15.372,347297000
2022-07-15,15.659,15.782,15.444999999999999,15.762,271798760
2022-07-18,16.308,16.897,16.002000000000002,16.101,511148750
2022-07-19,16.487000000000002,17.11,16.172,16.991999999999997,528096200
2022-07-20,16.947,17.933,16.801,17.807,587134880
2022-07-21,17.887,18.144,17.544,18.05,409726470
2022-07-22,17.893,17.967,17.136000000000003,17.319,399863070
2022-07-25,17.019,17.124000000000002,16.649,17.024,365871260
2022-07-26,16.899,16.919,16.478,16.533,291034230
2022-07-27,17.033,17.936,16.913,17.79,413291780
2022-07-28,17.954,18.14,17.44,17.984,355300300
2022-07-29,17.812,18.244,17.692,18.163,314218160
2022-08-01,18.186,18.846,17.990000000000002,18.441,358531400
2022-08-02,18.125999999999998,18.938,18.092,18.526,369170440
2022-08-03,18.184,18.968,18.137,18.893,304057510
2022-08-04,18.849,19.274,18.759999999999998,19.215,315210360
2022-08-05,18.809,19.229,18.666,18.988999999999997,285806800
2022-08-08,17.502000000000002,18.238999999999997,17.241999999999997,17.793,734353350
2022-08-09,17.252000000000002,17.448,16.724,17.086000000000002,515827570
2022-08-10,17.699,18.118000000000002,17.317,18.097,443197760
2022-08-11,18.119999999999997,18.707,17.875999999999998,17.942,395063500
2022-08-12,18.16,18.718,17.953,18.709,366769700
2022-08-15,18.705000000000002,19.163999999999998,18.613,19.032,357335990
2022-08-16,18.919999999999998,19.142,18.500999999999998,18.878999999999998,335507790
2022-08-17,18.528,18.688,18.145,18.335,342053560
2022-08-18,18.301,18.865000000000002,18.183,18.773,316366710
2022-08-19,18.406,18.52,17.77,17.849,326601600
2022-08-22,17.491,17.558,16.966,17.034,303057620
2022-08-23,16.999000000000002,17.465,16.97,17.181,276540090
2022-08-24,17.025,17.406,16.895,17.222,361668290
2022-08-25,16.841,17.947,16.833000000000002,17.913,601133930
2022-08-26,17.853,17.924,16.237000000000002,16.259999999999998,575323060
2022-08-29,16.012,16.338,15.767,15.800999999999998,375118240
2022-08-30,15.959999999999999,16.038999999999998,15.181999999999999,15.468,398808400
2022-08-31,15.374,15.540000000000001,14.958000000000002,15.094,387021240
2022-09-01,14.209,14.38,13.27,13.937000000000001,889576830
2022-09-02,14.1,14.171000000000001,13.591,13.647,561640590
2022-09-06,13.724,13.779,13.350999999999999,13.465,406741280
2022-09-07,13.565000000000001,13.838,13.346,13.713999999999999,373370130
2022-09-08,13.459,14.008000000000001,13.369,13.99,486368490
2022-09-09,14.154,14.474,14.126,14.387,369845210
2022-09-12,14.372,14.547,14.197999999999999,14.505,383095900
2022-09-13,13.812999999999999,13.922,13.099,13.131,498430700
2022-09-14,13.254,13.290000000000001,12.913,13.128,443831170
2022-09-15,13.015,13.232,12.790000000000001,12.928999999999998,394371290
2022-09-16,12.742,13.212,12.617,13.197999999999999,488733610
2022-09-19,13.013,13.463,13.01,13.382,444390160
2022-09-20,13.219,13.483,13.056999999999999,13.175999999999998,430669440
2022-09-21,13.213,14.031,13.11,13.261000000000001,648509830
2022-09-22,13.071000000000002,13.149000000000001,12.428,12.561,607873900
2022-09-23,12.42,12.611,12.257,12.516,519385610
2022-09-26,12.497,12.659,12.214,12.228,411905000
2022-09-27,12.504999999999999,12.736,12.258,12.413,443205860
2022-09-28,12.41,12.822999999999999,12.353,12.736,414660410
2022-09-29,12.448,12.5,11.946,12.22,405216790
2022-09-30,12.086,12.633,12.075,12.139,432336630
2022-10-03,12.353,12.678,12.105,12.512,424971280
2022-10-04,12.883000000000001,13.219999999999999,12.878,13.166999999999998,448122480
2022-10-05,12.922999999999998,13.321000000000002,12.620999999999999,13.209,412685920
2022-10-06,13.219999999999999,13.656,13.103,13.13,519648430
2022-10-07,12.504999999999999,12.67,12.022,12.076,511663090
2022-10-10,12.037,12.125,11.408,11.67,547046640
2022-10-11,11.561,11.846,11.283,11.586,523334410
2022-10-12,11.579,11.735,11.345,11.5,383016470
2022-10-13,10.971,12.078,10.812999999999999,11.959999999999999,686214800
2022-10-14,12.062999999999999,12.111,11.204,11.227,583906000
2022-10-17,11.523,11.948,11.517,11.888,467617380
2022-10-18,12.344,12.492,11.618,11.967,553251210
2022-10-19,11.887,12.35,11.834,12.051,425515050
2022-10-20,12.113,12.769,12.105,12.193999999999999,536496170
2022-10-21,12.1,12.498000000000001,11.887,12.466,499396170
2022-10-24,12.508,12.709999999999999,12.064,12.599,424023160
2022-10-25,12.699,13.3,12.664,13.261000000000001,400765600
2022-10-26,12.87,13.388,12.708,12.896,413207830
2022-10-27,13.634,13.838,13.122,13.175999999999998,436917830
2022-10-28,13.116,13.85,13.061000000000002,13.834,408904800
2022-10-31,13.77,13.838,13.297,13.497,377548320
2022-11-01,13.813999999999998,13.925,13.519,13.543000000000001,344730510
2022-11-02,13.85,14.209999999999999,13.211000000000002,13.219,536117480
2022-11-03,13.05,13.781,12.956,13.421000000000001,395782740
2022-11-04,13.99,14.229,13.697,14.156,464755810
2022-11-07,14.228,14.412,13.953999999999999,14.300999999999998,326772690
2022-11-08,14.800999999999998,14.892,14.216,14.602,475470620
2022-11-09,14.162,14.211000000000002,13.759,13.776,344688000
2022-11-10,14.8,15.773,14.547,15.75,513296030
2022-11-11,15.808000000000002,16.389,15.482,16.327,507422720
2022-11-14,16.224,16.54,15.922,16.294999999999998,411147810
2022-11-15,16.733,16.997999999999998,16.381999999999998,16.666,413182440
2022-11-16,16.143,16.362000000000002,15.873,15.91,433227640
