date,open,high,low,close,volume
2021-12-30,323.87,329.68,323,324.59,562832
2021-12-31,324.46,326,321,321.33,462407
2022-01-03,322.6,323.55,300.5,301.83,1644350
2022-01-04,298.02,298.19,270.72,281.58,2148899
2022-01-05,275.01,280.37,256.4,262.33,1932988
2022-01-06,261.17,266.32,252.35,260.21,1419868
2022-01-07,258.38,268.36,254.35,261.53,876191
2022-01-10,254.51,276.02,249.01,275.65,2163684
2022-01-11,270.45,281.37,267.33,277.53,819413
2022-01-12,283.19,288.61,272.88,273.98,773591
2022-01-13,274.2,277.27,250.32,250.47,1969816
2022-01-14,248.19,257.7,247.44,254.74,964576
2022-01-18,251.25,266.46,245.3,259.2,2049925
2022-01-19,259.03,267.49,252.98,253.11,1231288
2022-01-20,256.3,264.34,250.24,250.67,1443749
2022-01-21,249.46,256.51,241.11,241.94,1565559
2022-01-24,234.73,244.21,220.07,243.2,2599306
2022-01-25,239.84,241.5,225.61,228.88,1961195
2022-01-26,236.72,241.96,224.42,226.85,2375051
2022-01-27,230.85,235.55,220.93,223.08,1930695
2022-01-28,226.51,238.94,220.67,238.7,1635581
2022-01-31,240.36,257.33,240,257.11,1381384
2022-02-01,260,264.63,253.49,261.09,1136231
2022-02-02,261.72,263.57,251.94,257.5,995732
2022-02-03,249.26,259.13,244.26,245.02,1170514
2022-02-04,247.82,263.28,243.52,258.98,1090875
2022-02-07,258.71,271.43,258.51,262.92,987897
2022-02-08,260.99,273.75,259.08,270.71,1031790
2022-02-09,276,281.25,270.12,280.85,985861
2022-02-10,276.95,290.47,274.21,284.1,1147416
2022-02-11,285.49,288.52,269.43,273,1114014
2022-02-14,273.52,283.45,272.5,274.43,1123156
2022-02-15,280.67,287.27,275.5,285.82,916957
2022-02-16,284.11,286.89,277.25,280.87,1146383
2022-02-17,280.9,280.91,259.38,261.94,1442255
2022-02-18,264.04,264.52,253.2,255.22,1264284
2022-02-22,251.56,263,251,254.81,975379
2022-02-23,262.5,265.45,239.11,239.4,1792937
2022-02-24,227.62,264.79,227.47,263.38,3591938
2022-02-25,224.49,228,206,221.85,7557927
2022-02-28,228.42,244.95,227.16,239.15,4359916
2022-03-01,245.37,260.87,241.31,247.83,3892140
2022-03-02,253.65,257.54,242.11,254.41,1676604
2022-03-03,252.64,256.41,238.38,242.03,1796476
2022-03-04,242.74,244,223.04,225.5,1977282
2022-03-07,228.08,229.97,204.36,204.37,2809599
2022-03-08,203.5,203.92,190.13,198.63,2979255
2022-03-09,204.04,213.57,199.12,212.35,1763756
2022-03-10,212.13,213.51,204.87,208.41,1119325
2022-03-11,211.02,211.67,200.5,201.14,1017750
2022-03-14,200.01,203.58,186,189.53,1694228
2022-03-15,190.85,197.22,186.24,196.61,1372613
2022-03-16,200.6,208.88,195.13,207.03,1779924
2022-03-17,204.42,216.33,202.56,214.83,996346
2022-03-18,213.52,224.75,212.12,222.71,1572567
2022-03-21,218.33,221.16,210.92,220.86,1494548
2022-03-22,219.7,234.86,218.75,232.39,1465021
2022-03-23,229.24,238.47,224.65,233.38,1140855
2022-03-24,233.02,236.11,226.14,235.79,975723
2022-03-25,237.9,237.9,224.61,230.32,988323
2022-03-28,231.6,239.36,229.75,237.93,985235
2022-03-29,242.17,247.95,236.41,243.99,957219
2022-03-30,242.41,247.24,237.4,239.9,695010
2022-03-31,240.51,246.82,236.43,241.28,988847
2022-04-01,239.63,253.35,239.63,246.21,1397111
2022-04-04,247.67,253.74,247.21,252.11,630365
2022-04-05,251,252,235.56,238.61,1510355
2022-04-06,233.89,233.95,222.66,226.07,1363884
2022-04-07,224.98,239.95,224.42,231.96,1909766
2022-04-08,231.03,233.28,225.97,226.79,692836
2022-04-11,223.71,228.25,220.24,224.32,897568
2022-04-12,228.48,236.09,221.1,223,1375996
2022-04-13,225.14,243.5,222.37,241.23,2087587
2022-04-14,240.01,240.61,230,230.84,1060658
2022-04-18,228.07,229.32,219.36,223.57,976101
2022-04-19,222,231.36,219.07,228.79,535821
2022-04-20,230.4,230.86,219.36,221.71,628307
2022-04-21,224.77,230.9,210.51,211.47,1161457
2022-04-22,211.99,215.5,204.91,206.47,879569
2022-04-25,204.32,217.22,204.12,216.79,1123264
2022-04-26,215.55,215.55,207.05,207.31,905213
2022-04-27,204.84,211.3,203.73,204.76,717951
2022-04-28,208.9,215.74,202.66,213.59,939810
2022-04-29,212.12,217.4,202.26,202.74,1149887
2022-05-02,201.31,208.5,200.01,208.23,709569
2022-05-03,207.32,210.66,200.43,204.7,786075
2022-05-04,203.68,209.36,192.73,208.93,1356295
2022-05-05,206.2,206.84,185.7,190.41,1466262
2022-05-06,186.8,186.88,171.91,172.94,1828284
2022-05-09,166.89,169.59,152.36,153.09,2538441
2022-05-10,159.15,161.72,143.82,150.29,2212427
2022-05-11,144.99,150.31,135.96,136.57,2438413
2022-05-12,132.34,144.61,127.62,137.63,2495585
2022-05-13,142.05,155.04,141.94,153.23,1689791
2022-05-16,149.87,152.92,139.73,140.08,1384609
2022-05-17,145.19,147.46,137.02,141.78,1775051
2022-05-18,138.55,140.49,125.12,128.09,2026657
2022-05-19,126.97,137,125.8,132.3,1518520
2022-05-20,139.62,144.9,131.91,136.89,2244550
2022-05-23,136.12,138.39,130.4,138.17,1295698
2022-05-24,135.97,136.01,125.9,127.81,1489009
2022-05-25,127.21,134.59,126.57,132.58,1579959
2022-05-26,130.56,145.79,129.93,142.13,3386236
2022-05-27,155.87,162.64,150.22,160,4365585
2022-05-31,160.5,161.07,151.05,153.09,1710988
2022-06-01,155.18,158.29,146.16,148.94,1314350
2022-06-02,148.71,161.09,148.27,160.84,1890569
2022-06-03,157.52,163.35,154.62,156.93,1489782
2022-06-06,160.41,162.86,154.51,158.57,1297803
2022-06-07,155.62,164.96,155.2,162.81,917673
2022-06-08,162,169.87,162,165.57,1440596
2022-06-09,163.91,167.29,159.2,160.42,1060680
2022-06-10,155.5,158.63,150.4,153.61,1370198
2022-06-13,146,149.36,139.78,140.98,1299187
2022-06-14,142.5,146.45,139.81,142.11,829692
2022-06-15,145.29,151.18,143.49,148.25,873355
2022-06-16,142.32,142.77,133.31,136.03,1633162
2022-06-17,138.2,145.84,137.14,144.22,1456231
2022-06-21,146.76,153.85,146.5,150.25,1177751
2022-06-22,147.84,155,147.1,149.11,1246310
2022-06-23,151.62,164.19,149.92,162.76,1922895
2022-06-24,165.9,171.96,163.49,170.82,1565200
2022-06-27,169.94,171.74,163,164.23,1112569
2022-06-28,163.55,166.52,153.33,154.92,1324258
2022-06-29,153.68,156.15,150.9,154.95,1013985
2022-06-30,154.49,154.5,145.8,149.51,1540098
2022-07-01,149.65,157.55,147.4,155.37,1140471
2022-07-05,153.19,167.02,151.61,166.31,1765516
2022-07-06,165.87,167.88,161.44,163.75,852738
2022-07-07,163.2,168.74,162.91,167.43,1066563
2022-07-08,164,170.25,161.63,166.89,918482
2022-07-11,165.15,165.49,157.51,162.42,1003057
2022-07-12,163.96,168.68,148.49,150.92,2262341
2022-07-13,146.98,153.7,144.07,148.95,886020
2022-07-14,148.11,148.95,143.29,146.06,1039729
2022-07-15,147.44,149.93,145.37,149.32,1098507
2022-07-18,153.56,157.4,150.04,150.82,1370698
2022-07-19,153.48,156.06,148.89,155.84,746330
2022-07-20,156.66,165.85,156,162.95,1248254
2022-07-21,162.87,166.39,159.07,164.64,760622
2022-07-22,165.13,168.5,158.54,159.93,596104
2022-07-25,157.78,158.89,154.11,156.09,732435
2022-07-26,149.45,151.12,140.72,141.95,2293325
2022-07-27,144.49,150.89,141.98,148.71,1239548
2022-07-28,149.05,154.6,144.33,153.06,1190029
2022-07-29,154.14,155.36,150.49,155.06,936501
2022-08-01,152.1,157.41,149.08,153.5,1061548
2022-08-02,150.64,160.43,150.3,157.78,1220890
2022-08-03,160.12,165.52,159.67,165.29,1316590
2022-08-04,162.26,164.24,156.75,161.99,1845031
2022-08-05,158.61,164.5,157.85,163.42,1021642
2022-08-08,164.78,176.22,163.42,168.15,1419124
2022-08-09,166.45,167.62,161.35,163.41,651844
2022-08-10,171.53,181.99,171.36,180.41,2191920
2022-08-11,184.25,188.06,178.18,178.71,1772861
2022-08-12,182.18,184.28,179.33,182.64,966322
2022-08-15,180.77,183.43,177.54,181.71,664744
2022-08-16,179.12,181.36,173.9,178.6,979646
2022-08-17,174.73,176.36,171.61,174.35,891636
2022-08-18,175.01,176.72,172.86,175.31,696246
2022-08-19,172.82,172.82,163.33,166.22,1620809
2022-08-22,162.41,165.71,159.7,163,939196
2022-08-23,167.81,172.25,164.65,165.35,1459669
2022-08-24,165.61,167.08,163.9,165.65,628569
2022-08-25,169.38,169.43,164.8,167.72,1115477
2022-08-26,167.52,168.36,160.46,161.19,1172559
2022-08-29,158.32,162.66,157,158.53,668464
2022-08-30,160.25,162.75,156.18,160.88,1103225
2022-08-31,163.69,168.29,158.34,159.24,973406
2022-09-01,156.13,156.13,142.66,145.57,1723468
2022-09-02,148.23,150.16,143.75,145.12,1115728
2022-09-06,145,146,142.11,145.03,1125834
2022-09-07,146.47,148.29,142.06,147.71,1405462
2022-09-08,145.35,154.55,145.35,154.25,2117140
2022-09-09,173.97,188.79,173.09,188,8075636
2022-09-12,188.51,194.21,185.71,193.6,3438833
2022-09-13,185.3,188.7,179.75,181.22,2512106
2022-09-14,182.43,183.78,177.61,182.98,1252005
2022-09-15,179.21,182.79,174.84,175.99,1612261
2022-09-16,171.65,172.74,165.11,169.49,2427110
2022-09-19,167,175.37,166.51,174.57,1608575
2022-09-20,173.56,177.76,171.7,172.68,1296881
2022-09-21,173.02,179.89,171.74,171.88,1262104
2022-09-22,171.15,173.66,162.5,162.56,1179808
2022-09-23,160.42,162.56,156.06,158.69,1118888
2022-09-26,158.78,164.38,158.78,159.76,988129
2022-09-27,163.91,166.4,159.99,163.21,880555
2022-09-28,164,169.54,162.63,168.78,1002168
2022-09-29,164.92,167.78,162.7,165.89,817585
2022-09-30,166.56,171.53,164.13,164.37,739045
2022-10-03,165.25,171.91,163.21,170.51,1401168
2022-10-04,175.46,178.74,174.29,176,917571
2022-10-05,171.76,181.94,171.61,180.15,921134
2022-10-06,181.46,185.99,180.7,182.92,1270491
2022-10-07,178.01,179.75,169.83,170.09,1469208
2022-10-10,169.49,170.33,154.14,157.18,1910223
2022-10-11,151.49,153.91,145.23,148.73,2944649
2022-10-12,148.83,149.43,143.51,147.63,1489851
2022-10-13,141.28,146.7,136.99,145.13,1863679
2022-10-14,148.1,148.72,134.44,135.31,1867661
2022-10-17,140.75,146.59,138.93,145.28,1640503
2022-10-18,151.01,152.5,146.68,149.69,1381389
2022-10-19,147.68,151.21,146,148.77,992621
2022-10-20,148.09,154.88,148.09,150.23,1086325
2022-10-21,148.94,150.92,142.71,150.48,1422078
2022-10-24,151.36,151.46,144.3,148.67,788192
2022-10-25,150.62,157.58,150.62,157.09,1166154
2022-10-26,151.22,158.68,149.21,151.03,1222133
2022-10-27,153.29,156.91,151.16,153.77,891808
2022-10-28,152.85,155,148.28,153.96,721149
2022-10-31,152.73,156.59,151.35,154.1,650205
2022-11-01,159,159.55,149.11,150.39,1242169
2022-11-02,149.99,150.04,137.85,138.09,1781449
2022-11-03,135.65,135.65,129.37,131.07,1887182
2022-11-04,131.88,132.64,117.41,121,2836198
2022-11-07,121.59,122.62,115.61,117.36,2160917
2022-11-08,120,123.19,114.77,119.93,1419941
2022-11-09,117.67,118.52,114.21,116.25,1470283
2022-11-10,125.97,133.31,125.6,133.12,1886864
2022-11-11,134.79,143.38,132.14,142.19,1693870
2022-11-14,140.47,141.94,132.5,136.85,1342326
2022-11-15,143.75,151.73,143.42,147.26,1827572
2022-11-16,144.66,146.14,139.37,140.35,805337
2022-11-17,134.63,139.47,133.63,136.75,1009867
2022-11-18,142.99,142.99,137.02,138.73,1052235
2022-11-21,136.88,139.4,134.89,135.92,709815
2022-11-22,134.68,137.33,131.6,136.76,712463
2022-11-23,137.61,141.1,133.79,140.08,821619
2022-11-25,138.43,139.47,136.36,138.75,313614
2022-11-28,137.62,139.39,135.42,136.72,820198
2022-11-29,136.65,137.56,133.61,134.85,994941
2022-11-30,126.99,133.53,122.13,133.45,3052264
2022-12-01,135.64,144.87,134.51,144.5,3368246
2022-12-02,127.74,132.62,126.4,128.99,6796569
2022-12-05,128.69,130.98,119,120.79,3459244
2022-12-06,121.16,121.96,115.35,115.97,2179947
2022-12-07,116.15,117,111.47,114.24,2047019
2022-12-08,114.71,119.61,112.22,119.53,1538799
2022-12-09,118.28,120.38,116.8,117.21,1000238
2022-12-12,117.62,122.25,117.62,121.24,1151416
2022-12-13,128.47,129.87,120.85,123.76,1566784
2022-12-14,123,126.91,121.39,123.14,1187632
2022-12-15,119.82,124.48,117.12,117.17,1581922
2022-12-16,115.5,117.16,112.55,114.21,1395570
2022-12-19,113.41,113.96,110.46,112.27,1413735
2022-12-20,110.89,113.97,109.4,113.54,1157021
2022-12-21,112.9,114.47,108.59,112.77,1631104
2022-12-22,110,110.95,107.11,109.36,1290079
2022-12-23,108.05,109.11,106.24,108.78,1044791
2022-12-27,107.34,109.34,105.9,107.57,1196247
2022-12-28,107.8,109.83,105.74,107.86,1170338
2022-12-29,109.56,112.81,108,111.87,1083589
2022-12-30,109.83,112.19,109.4,111.9,1015049
2023-01-03,114.73,116.67,108.18,110.19,1377466
2023-01-04,112.16,114.08,108.93,111.59,1016110
2023-01-05,109.42,109.97,104,104.39,2668927
2023-01-06,105.22,105.37,100.96,103.96,1497597
2023-01-09,106.11,109.69,104.5,104.75,2002765
2023-01-10,102.47,105.58,101.1,104.97,2030408
2023-01-11,105.56,108.3,103.4,108.05,1595571
2023-01-12,103.63,105.08,99.64,104.66,3817956
2023-01-13,102.61,107.59,102.61,107.3,2168848
2023-01-17,105.11,115.01,104.34,113.51,2467584
2023-01-18,115.45,118.89,112.64,113.03,2133548
2023-01-19,111.21,112.99,108.7,110.37,1140439
2023-01-20,111.25,117.26,110.4,117.12,1681502
2023-01-23,117.71,124.44,117.28,123.76,1935584
2023-01-24,122.02,126.43,121.8,122.65,792727
2023-01-25,119.66,120.12,114.37,119.91,1717787
2023-01-26,122.86,125.28,120.64,125.19,1456929
2023-01-27,123.87,128.93,123.07,127.52,2033259
2023-01-30,125.13,126.07,122.4,122.6,1740934
2023-01-31,122.73,124.92,121.47,124.16,1360687
2023-02-01,125.05,131.91,123.91,131.52,1526856
2023-02-02,136.21,142.41,135.85,141.35,2121524
2023-02-03,135.8,138.81,133.14,134.99,1889638
2023-02-06,133.28,137.1,132.39,133.05,1190069
2023-02-07,132.81,138.51,130.36,138.06,1216124
2023-02-08,142.57,143.63,137.46,137.63,955037
2023-02-09,140.1,143.35,139.01,139.06,1379916
2023-02-10,136.56,137.42,131.93,133.87,1140039
2023-02-13,134.67,135.41,131.07,133.87,723246
2023-02-14,132.23,138.5,131.07,136.19,1007019
2023-02-15,136.57,143.02,136.25,142.77,1088192
2023-02-16,138.1,138.51,132.9,132.93,2264118
2023-02-17,132.04,132.5,127.9,132.35,1226285
2023-02-21,130.13,131.35,127.34,127.84,859973
2023-02-22,130.9,133.45,129.6,132.16,1180054
2023-02-23,134.01,134.43,130.71,133.5,851224
2023-02-24,130.08,132.49,129.56,130.88,934055
2023-02-27,133.12,135.16,131.48,131.84,768050
2023-02-28,131.16,133.16,130,131.15,1146527
2023-03-01,131.21,131.7,126.5,128.44,1056342
2023-03-02,129.98,134.74,128.92,134.13,2707311
2023-03-03,119.5,122.47,116.6,119.24,8636957
2023-03-06,120.69,125.75,119.51,119.81,3980458
2023-03-07,119.7,122.17,117.38,117.88,2524179
2023-03-08,117.03,118.69,113.86,114.95,2327941
2023-03-09,114.13,117.18,110.22,110.45,2243427
2023-03-10,110.16,110.85,104.36,105.45,2520041
2023-03-13,105.55,111.51,103.54,109.86,2243374
2023-03-14,111.52,111.75,107,107.97,1787046
2023-03-15,107.4,108.25,105.14,107.67,1469623
2023-03-16,106.35,108.59,105.33,108.13,2037234
2023-03-17,107.77,108.28,104.24,105.49,1704446
2023-03-20,104.62,105.86,102.62,105.46,1353280
2023-03-21,105.95,114.19,105.95,113.02,2664537
2023-03-22,113.15,113.76,108.8,108.86,1258566
2023-03-23,111.1,113.74,110.28,112.56,1151525
2023-03-24,112.17,113.06,110.53,111.93,1182543
2023-03-27,113.16,115,111.6,111.87,1100238
2023-03-28,111.76,112.72,109.39,110.25,812376
2023-03-29,111.95,112.02,108.75,110.7,1200376
2023-03-30,112.93,113.82,110.82,112.22,848942
2023-03-31,113.07,117.78,112.48,116.83,1190718
2023-04-03,115.51,116.14,112.08,112.9,1253810
2023-04-04,113.13,113.31,109.96,110.51,1517098
2023-04-05,108.5,108.5,99.91,101.3,3904450
2023-04-06,100.66,103.92,98.71,103.74,1807266
2023-04-10,102.46,106.71,100.08,104.95,1692380
2023-04-11,104.33,106.04,103.77,105.96,1393249
2023-04-12,108.26,108.76,104.79,105.87,2158005
2023-04-13,107.01,109.9,107.01,107.39,1291803
2023-04-14,106.1,107,103.67,105.45,1542536
2023-04-17,105.49,105.8,103.15,105.59,1124775
2023-04-18,107.12,107.37,103.44,103.56,1489208
2023-04-19,102,103.83,101.56,102.96,1094161
2023-04-20,101.32,101.9,99.75,100.49,1870219
2023-04-21,100.66,102.25,99.52,101.71,1331214
2023-04-24,101.98,102.77,99.29,100.66,1168866
2023-04-25,98.2,98.24,92.27,92.32,3425536
2023-04-26,93.73,94.95,92.58,93.07,1502164
2023-04-27,94.2,94.67,92.36,93.42,1192858
2023-04-28,91.47,92.37,87.78,90.1,2771305
2023-05-01,89.48,89.48,87.35,88.74,2210366
2023-05-02,86.6,88.38,84.93,87,3681475
2023-05-03,86.53,88.5,85.7,87.37,1802424
2023-05-04,88.1,89.21,86.92,87.74,1308651
2023-05-05,89.02,91.61,89,89.46,2362926
2023-05-08,107.49,109.9,103.62,107.92,10467881
2023-05-09,108.79,114.45,108.32,110.05,4535370
2023-05-10,111.56,119.71,111.27,116.79,5027636
2023-05-11,117.54,118.84,114.25,115.42,2063332
2023-05-12,114.92,116.85,113.16,114.33,1385509
2023-05-15,114.75,121.79,114.5,120.81,2856481
2023-05-16,119.78,120.63,118.31,118.35,1362600
2023-05-17,119.07,119.19,116.87,118.77,1592200
2023-05-18,118.91,124.15,118.16,123.96,1583210
2023-05-19,123.94,126.67,123.5,125.27,1662541
2023-05-22,125.55,130.87,125.14,128.86,1635725
2023-05-23,127.7,130,124.39,124.47,1932738
2023-05-24,124.1,128.19,123.21,126.53,1863428
2023-05-25,128.01,128.56,125.24,126.69,1191608
2023-05-26,126.76,134.82,126.01,130.62,1753665
2023-05-30,134.56,137.65,133.52,134.72,1577490
2023-05-31,133.73,136.01,131.57,135.48,1991164
2023-06-01,131.92,137.5,128.12,135.09,2639261
2023-06-02,141.8,147.58,140.16,142.39,5223440
2023-06-05,142.4,149.58,140.55,148.05,2423372
2023-06-06,147.93,153.55,147.08,152.99,2229637
2023-06-07,154.91,155.33,143.35,144.92,2215565
2023-06-08,146.41,151.5,146.17,148.82,1770473
2023-06-09,150.81,153.9,149.23,150.84,1338920
2023-06-12,152.12,156.03,150.47,155.98,1318561
2023-06-13,158.79,159.86,154.4,157.59,1423512
2023-06-14,156.87,159.25,154.76,157.55,1107749
2023-06-15,155.09,160.02,154.56,158.34,1221280
2023-06-16,160.23,162.67,153.66,154.01,1814807
2023-06-20,152.11,155,147.08,148.66,1519530
2023-06-21,148.68,148.91,143.37,144.85,1431149
2023-06-22,144.3,146.44,142.79,144.84,789087
2023-06-23,142.55,143.9,141.82,142.7,613699
2023-06-26,142,145.37,140.34,141.71,670298
2023-06-27,142.69,145.72,140.59,144.66,779067
2023-06-28,143.96,148.2,142.72,144.11,910681
2023-06-29,144.82,145.44,142.59,144.84,666252
2023-06-30,146.46,150.11,146.18,146.3,770668
2023-07-03,146.43,147.61,145.19,146.59,383135
2023-07-05,145.94,148.05,144.33,146.97,431148
2023-07-06,143.77,143.77,138.6,141.74,1451611
2023-07-07,142.37,144.01,141.42,143.18,942112
2023-07-10,143.27,154.34,143.18,154.27,2610072
2023-07-11,155.17,156.21,147.36,147.39,2427906
2023-07-12,150.69,151.7,136.44,137.68,5309323
2023-07-13,139.13,145.9,139.09,145.14,2698020
2023-07-14,145.09,148.87,144.38,145.43,1509470
2023-07-17,145.43,153,145.37,151.82,1238225
2023-07-18,151.75,156.68,150.44,154.81,1245486
2023-07-19,156.44,163.14,155.93,161.04,2117622
2023-07-20,158.22,158.82,146.65,147.9,2598714
2023-07-21,149.99,152.07,146.25,149.01,1531662
2023-07-24,149.24,149.94,144.35,148.33,912298
2023-07-25,153.83,156.38,151.1,155.21,1669616
2023-07-26,153.68,158.65,153.1,156.62,1128760
2023-07-27,159.76,160.82,154.56,155.25,1109082
2023-07-28,157.83,159.82,156.13,157.49,631501
2023-07-31,158.23,162.51,158.23,160.38,855175
2023-08-01,159,164.29,156.35,162.8,1045874
2023-08-02,159.01,159.01,148.33,150.54,1949046
2023-08-03,150,152.41,149.09,150.77,798515
2023-08-04,147.72,149,142.31,146.16,1880180
2023-08-07,145.73,146.29,142.05,145.34,1078064
2023-08-08,141.66,141.66,137.02,138.69,1444635
2023-08-09,138.51,141.75,136.82,140.3,852617
2023-08-10,143.03,146.88,142.24,144.3,1110519
2023-08-11,142.66,146,142.51,142.95,542316
2023-08-14,142.37,145.27,141.59,144.91,632884
2023-08-15,144.21,144.22,140.94,142.71,621162
2023-08-16,141.96,142.45,139.42,140.13,440627
2023-08-17,140,140.33,134.76,135.65,914001
2023-08-18,132.59,136.66,131.59,136.21,914720
2023-08-21,141.23,146.69,140.67,142.78,1521657
2023-08-22,144,144.7,141.1,141.9,549755
2023-08-23,142.35,146.35,140.5,145.47,606263
2023-08-24,147.65,147.86,139.66,139.74,609760
2023-08-25,139.61,143.35,139.2,142.76,447227
2023-08-28,145.56,145.87,140.61,141.34,580269
2023-08-29,140.7,145.65,139.51,144.39,510888
2023-08-30,144.9,147.33,143.36,147.28,606370
2023-08-31,149.08,156.78,148.97,156.05,1424495
2023-09-01,158.22,159.16,155.8,158.38,1107479
2023-09-05,159.01,163.48,158.05,162.74,3094943
2023-09-06,159.16,165.37,153.57,158.35,4242825
2023-09-07,156.47,162.68,155.4,161.02,1748108
2023-09-08,160.51,163.47,160.34,160.77,1012748
2023-09-11,162.27,167.5,162.04,165.05,1325820
2023-09-12,163.3,164.77,159.51,160.22,725297
2023-09-13,160.22,160.9,158.26,158.4,454700
2023-09-14,159.74,159.74,156.7,159.23,644682
2023-09-15,158.08,158.72,154.6,156.1,668770
2023-09-18,154.73,156.08,153.01,154.72,895947
2023-09-19,153.9,156.04,151.76,155.05,629336
2023-09-20,155.29,158.2,154.22,154.23,489764
2023-09-21,151.59,153.47,147.62,148.79,928099
2023-09-22,149.2,154.55,148.17,151.71,990631
